0.278, 50, 0, 0, 0.0
0.281, 180, 15, 25, 0.1
0.288, 50, 5, 55, 0.1
0.296, 155, 210, 85, 0.12
0.299, 140, 20, 15, 0.12
0.303, 70, 100, 245, 0.12
0.31, 140, 20, 15, 0.15
0.35, 180, 20, 15, 0.25
0.36, 157, 91, 47, 0.55
0.37, 225, 154, 74, 0.6
0.38, 255, 255, 255, 0.7
0.47, 255, 239, 243, 0.85
0.999, 211, 168, 255, 1.0
