0.33, 0, 0, 0, 0.0
0.353, 100, 200, 253, 0.06
0.383, 255, 255, 255, 0.08
0.388, 100, 240, 253, 0.1
0.395, 140, 35, 35, 0.11
0.399, 240, 10, 20, 0.2
0.403, 240, 10, 20, 0.6
0.412, 245, 100, 35, 0.66
0.435, 157, 91, 47, 0.7
0.445, 225, 154, 74, 0.7
0.455, 255, 255, 255, 0.93
0.61, 255, 239, 243, 1.0
0.999, 211, 168, 255, 1.0
